,avgcpu,stdavgcpu,labelsavgcpu,avgmem,stdavgmem,labelsavgmem
0,0.4765967130661011,0.48484450578689575,0.7841433879549246,0.06925016641616821,0.7272416949272156,0.4772715724540699
1,0.47692811489105225,0.4845414161682129,0.7358747013087411,0.0693088173866272,0.7273789644241333,0.46806392007813
2,0.4770358204841614,0.4843969941139221,0.7243654481094189,0.06945979595184326,0.7275161743164062,0.4855447443194149
3,0.47735077142715454,0.4838337302207947,0.7398265019996974,0.07030701637268066,0.7282024621963501,0.5846745548872505
4,0.47752898931503296,0.48341864347457886,0.6603781883534389,0.07106408476829529,0.7287861704826355,0.5969012807196066
5,0.47786039113998413,0.4831162691116333,0.6643977107558682,0.07112273573875427,0.7289235591888428,0.5877658467628089
6,0.47788935899734497,0.48311275243759155,0.7134286369635173,0.07106190919876099,0.7288892269134521,0.5224066560693141
7,0.4776574969291687,0.48314085602760315,0.7433518468099761,0.07154852151870728,0.7291639447212219,0.5971660684404316
8,0.4775623679161072,0.4830213785171509,0.7510571315058842,0.07212528586387634,0.7295418977737427,0.5826825492409937
9,0.47744643688201904,0.4830353856086731,0.7191481545694859,0.07236859202384949,0.72967928647995,0.5327011993415058
10,0.477583110332489,0.4828878343105316,0.7420405370164763,0.07245874404907227,0.7297824621200562,0.5826026057826832
11,0.47769081592559814,0.4827437996864319,0.740633045332734,0.07260972261428833,0.7299199104309082,0.5965881702964273
12,0.47779035568237305,0.4824698567390442,0.7435597882475667,0.0731549859046936,0.730332612991333,0.5605201673308566
13,0.47795605659484863,0.4823188781738281,0.7225340053264971,0.0731843113899231,0.7304014563560486,0.5596103681674642
14,0.4781796932220459,0.4821609556674957,0.7668381706438719,0.07309198379516602,0.7304014563560486,0.5285825337866661
15,0.4782584309577942,0.4820205569267273,0.7869617843246505,0.07330378890037537,0.7305734753608704,0.4793270862003931
16,0.47839510440826416,0.48187321424484253,0.779609875669704,0.07339394092559814,0.7306767106056213,0.4451336018217722
17,0.4787057042121887,0.4817048907279968,0.7838019509451014,0.0731191337108612,0.7305735945701599,0.4715812670970329
18,0.4788796305656433,0.4816838800907135,0.7695539641756594,0.07275417447090149,0.7303672432899475,0.4509711508246052
19,0.479306161403656,0.48150157928466797,0.8269200084576344,0.0722360610961914,0.730126678943634,0.4986597098153478
20,0.4795669913291931,0.481469988822937,0.7994427129090856,0.07168862223625183,0.7298173308372498,0.4794215953282856
21,0.4798278212547302,0.48143845796585083,0.7979486739094047,0.07114118337631226,0.7295081615447998,0.4691647424475333
22,0.48003071546554565,0.48141396045684814,0.7186436168145848,0.07071539759635925,0.7292677164077759,0.403902225474015
23,0.4800887107849121,0.48140692710876465,0.6300200377214157,0.07059374451637268,0.7291989922523499,0.3218236242888657
24,0.4801674485206604,0.48126673698425293,0.754005979338655,0.07080554962158203,0.7293708324432373,0.3977131734314851
25,0.4801384210586548,0.4812702238559723,0.7156623614223708,0.07086637616157532,0.7294051051139832,0.4089617322959546
26,0.4803413152694702,0.4812457263469696,0.6823139795807535,0.07044059038162231,0.7291646599769592,0.4126949726427362
27,0.4802292585372925,0.48178210854530334,0.6436158393098595,0.06916758418083191,0.7282375693321228,0.3113910689958481
28,0.4798066020011902,0.4824875295162201,0.7407116818973093,0.06816938519477844,0.7274140119552612,0.4334832449041084
29,0.47946697473526,0.48265954852104187,0.782347693549316,0.06850501894950867,0.7275511622428894,0.4757516715454897
30,0.4793013334274292,0.4828106164932251,0.7845776364565141,0.06847569346427917,0.7274824380874634,0.5084200730915698
31,0.47908586263656616,0.48309874534606934,0.8123776820007492,0.06817373633384705,0.727208137512207,0.6218402523796684
32,0.47853904962539673,0.48368948698043823,0.785605908206544,0.06781312823295593,0.726796567440033,0.661743301681553
33,0.4783487319946289,0.4834502935409546,0.7719231927131273,0.06896665692329407,0.7275508046150208,0.6780941609724422
34,0.47812944650650024,0.48321467638015747,0.7596637751254839,0.07018101215362549,0.7283399105072021,0.6748480181858243
35,0.4780178666114807,0.48283517360687256,0.7533424121869264,0.07154634594917297,0.7292671203613281,0.663651209787429
36,0.4779932498931885,0.48244529962539673,0.7230432102293228,0.0727292001247406,0.73009192943573,0.649357152176314
37,0.4780347943305969,0.4821785092353821,0.7563492449773014,0.07339611649513245,0.7305733561515808,0.6366492609231464
38,0.4783579111099243,0.48174694180488586,0.7780154984673614,0.07384905219078064,0.7309862971305847,0.6467588259901746
39,0.47866034507751465,0.4814489483833313,0.7984067979405439,0.07396852970123291,0.731158435344696,0.6560490713554192
40,0.4787680506706238,0.48130524158477783,0.796275940155515,0.07411950826644897,0.7312961220741272,0.6769777502001753
41,0.4790993928909302,0.48100388050079346,0.7957757151779509,0.07417815923690796,0.7314339280128479,0.6724171974270132
42,0.47917813062667847,0.4808637499809265,0.7892194288307378,0.07438996434211731,0.7316060662269592,0.6764481245481946
43,0.4794515371322632,0.4805696904659271,0.7767319700699725,0.07457026839256287,0.7318127751350403,0.6777413817824907
44,0.47969597578048706,0.48027920722961426,0.7748298779764521,0.07481139898300171,0.7320539355278015,0.6780480575743306
45,0.4799983501434326,0.4799818992614746,0.7886200591784277,0.07493087649345398,0.7322262525558472,0.7015845364162305
46,0.48019301891326904,0.4798280596733093,0.7719397857039384,0.07489937543869019,0.7322607636451721,0.6899088397345001
47,0.4804167151451111,0.47967076301574707,0.7951822145297355,0.0748070478439331,0.7322608232498169,0.6692039749240721
48,0.48069828748703003,0.4795064926147461,0.8122386597991348,0.07459306716918945,0.7321920394897461,0.6982167457772839
49,0.4807562828063965,0.4794995188713074,0.8070722453607188,0.07447141408920288,0.7321231365203857,0.6701431206962609
50,0.4808639883995056,0.4793562591075897,0.7826010566753235,0.07462239265441895,0.7322608828544617,0.6450566863856046
51,0.4808639883995056,0.4793562591075897,0.7836809311219332,0.07462239265441895,0.7322608828544617,0.6565320164358353
